date,month,weekday,expert,model,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,confidence_band,operational_pick_tail,operational_pick_source,operational_pick_pred,operational_pick_actual_raw_diff,operational_pick_in_actual_top2,top1_is_avoid,top2_is_avoid,hit_at_2,hit_at_3
2026-01-04,2026-01,Sunday,3F_A,xgb_ranker_ndcg,full_2025,1.25,0,0.001475862206023434,-3200.0,0.5,0.001475862206023434,6,0.001030593997014524,-700.0,0.5,0.001030593997014524,0.0004452682090089102,undefined,6,top2_on_undefined,0.001030593997014524,-700.0,1,0,0,1.0,1.0
2026-01-04,2026-01,Sunday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,9,0.8410177229574655,16300.0,0.5,0.8410177229574655,0,0.013584130544015282,1600.0,0.5,0.013584130544015282,0.8274335924134502,high,9,top1_default,0.8410177229574655,16300.0,1,0,0,1.0,1.0
2026-01-05,2026-01,Monday,2F_N,xgb_ranker_ndcg,full_2025,1.0,1,0.9964931688361646,48500.0,0.5,0.9964931688361646,9,0.9914322937256378,39700.0,0.5,0.9914322937256378,0.005060875110526775,low,1,top1_default,0.9964931688361646,48500.0,1,0,0,1.0,1.0
2026-01-05,2026-01,Monday,3F_A,xgb_ranker_ndcg,full_2025,1.25,6,0.9911837630609697,13000.0,0.5,0.9911837630609697,4,0.40575843172975956,8700.0,0.5,0.40575843172975956,0.5854253313312101,high,6,top1_default,0.9911837630609697,13000.0,1,0,0,1.0,1.0
2026-01-05,2026-01,Monday,3F_N,xgb_ranker_ndcg,full_2025,0.75,5,0.9897422088617589,22300.0,0.5,0.9897422088617589,6,0.9895025216041363,25400.0,0.5,0.9895025216041363,0.00023968725762257836,undefined,6,top2_on_undefined,0.9895025216041363,25400.0,1,0,0,1.0,1.0
2026-01-06,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,full_2025,1.0,6,0.9993311909028079,38300.0,0.5,0.9993311909028079,2,0.9981433307231787,44400.0,0.5,0.9981433307231787,0.00118786017962913,low,6,top1_default,0.9993311909028079,38300.0,1,0,0,1.0,1.0
2026-01-06,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,full_2025,1.25,5,0.7307395621381588,6300.0,0.5,0.7307395621381588,9,0.6405641939883463,9200.0,0.5,0.6405641939883463,0.09017536814981253,low,5,top1_default,0.7307395621381588,6300.0,1,0,0,1.0,1.0
2026-01-06,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,full_2025,0.75,3,0.992900318620621,20300.0,0.5,0.992900318620621,1,0.9716765243045472,17300.0,0.5,0.9716765243045472,0.021223794316073796,low,3,top1_default,0.992900318620621,20300.0,1,0,0,1.0,1.0
2026-01-07,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,full_2025,0.75,4,0.9426307377312797,32300.0,0.5,0.9426307377312797,0,0.9100922934124138,39400.0,0.5,0.9100922934124138,0.03253844431886588,low,4,top1_default,0.9426307377312797,32300.0,0,0,0,1.0,1.0
2026-01-07,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,full_2025,0.75,7,0.9415548938909233,11200.0,0.5,0.9415548938909233,0,0.24809626445696537,8500.0,0.5,0.24809626445696537,0.693458629433958,high,7,top1_default,0.9415548938909233,11200.0,1,0,0,1.0,1.0
2026-01-07,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,full_2025,0.75,7,0.995133116159012,22100.0,0.5,0.995133116159012,0,0.9917454313256097,20600.0,0.5,0.9917454313256097,0.003387684833402349,low,7,top1_default,0.995133116159012,22100.0,1,0,0,1.0,1.0
2026-01-08,2026-01,Thursday,2F_N,xgb_ranker_ndcg,recent_60d,0.75,1,0.9949721562621646,54400.0,0.5,0.9949721562621646,5,0.9758169718299178,30700.0,0.5,0.9758169718299178,0.01915518443224684,low,1,top1_default,0.9949721562621646,54400.0,1,0,0,1.0,1.0
2026-01-08,2026-01,Thursday,3F_A,xgb_ranker_ndcg,full_2025,1.25,6,0.9797248317754663,9800.0,0.5,0.9797248317754663,9,0.6677809224545016,9500.0,0.5,0.6677809224545016,0.3119439093209647,high,6,top1_default,0.9797248317754663,9800.0,1,0,0,1.0,1.0
2026-01-08,2026-01,Thursday,3F_N,xgb_ranker_ndcg,recent_60d,1.0,0,0.8548679841716207,9900.0,0.5,0.8548679841716207,8,0.11970701771106196,5400.0,0.5,0.11970701771106196,0.7351609664605587,high,0,top1_default,0.8548679841716207,9900.0,1,0,0,1.0,1.0
2026-01-09,2026-01,Friday,2F_N,xgb_ranker_ndcg,recent_60d,1.0,2,0.5452583951931549,13600.0,0.5,0.5452583951931549,6,0.5436516034841014,12000.0,0.5,0.5436516034841014,0.0016067917090535344,low,2,top1_default,0.5452583951931549,13600.0,1,0,0,1.0,1.0
2026-01-09,2026-01,Friday,3F_A,xgb_ranker_ndcg,full_2025,1.25,3,0.9426581425404027,10700.0,0.5,0.9426581425404027,0,0.18849904641365975,5100.0,0.5,0.18849904641365975,0.7541590961267429,high,3,top1_default,0.9426581425404027,10700.0,1,0,0,1.0,1.0
2026-01-09,2026-01,Friday,3F_N,xgb_ranker_ndcg,full_2025,0.75,2,0.9980299775609526,35600.0,0.5,0.9980299775609526,1,0.7221537961035013,11600.0,0.5,0.7221537961035013,0.2758761814574513,medium,2,top1_default,0.9980299775609526,35600.0,1,0,0,1.0,1.0
2026-01-10,2026-01,Saturday,2F_N,xgb_ranker_ndcg,recent_60d,1.25,6,0.9954346273817243,54500.0,0.5,0.9954346273817243,2,0.8871799925738094,22300.0,0.5,0.8871799925738094,0.10825463480791486,medium,6,top1_default,0.9954346273817243,54500.0,1,0,0,1.0,1.0
2026-01-10,2026-01,Saturday,3F_A,xgb_ranker_ndcg,full_2025,1.25,2,0.8439793840096268,11600.0,0.5,0.8439793840096268,1,0.7472779801423318,9900.0,0.5,0.7472779801423318,0.09670140386729498,low,2,top1_default,0.8439793840096268,11600.0,1,0,0,1.0,1.0
2026-01-10,2026-01,Saturday,3F_N,xgb_ranker_ndcg,recent_60d,1.25,2,0.9977641722227846,35200.0,0.5,0.9977641722227846,4,0.6673129841099974,10300.0,0.5,0.6673129841099974,0.3304511881127872,high,2,top1_default,0.9977641722227846,35200.0,1,0,0,1.0,1.0
2026-01-11,2026-01,Sunday,2F_N,xgb_ranker_ndcg,recent_60d,0.75,3,0.9923990777642467,61200.0,0.5,0.9923990777642467,1,0.9911590987000135,39900.0,0.5,0.9911590987000135,0.001239979064233232,low,3,top1_default,0.9923990777642467,61200.0,1,0,0,1.0,1.0
2026-01-11,2026-01,Sunday,3F_A,xgb_ranker_ndcg,full_2025,1.25,4,0.9980313721117042,27300.0,0.5,0.9980313721117042,7,0.41963004584025776,9400.0,0.5,0.41963004584025776,0.5784013262714465,high,4,top1_default,0.9980313721117042,27300.0,1,0,0,1.0,1.0
2026-01-11,2026-01,Sunday,3F_N,xgb_ranker_ndcg,full_2025,0.75,2,0.0009557068809331072,-21500.0,0.5,0.0009557068809331072,0,0.0008385081559751332,-17400.0,0.5,0.0008385081559751332,0.00011719872495797408,undefined,0,top2_on_undefined,0.0008385081559751332,-17400.0,0,0,0,0.0,0.0
2026-01-12,2026-01,Monday,2F_N,xgb_ranker_ndcg,recent_60d,0.75,2,0.965267125174514,34900.0,0.5,0.965267125174514,3,0.0702617866304947,12100.0,0.5,0.0702617866304947,0.8950053385440193,high,2,top1_default,0.965267125174514,34900.0,1,0,0,1.0,1.0
2026-01-12,2026-01,Monday,3F_A,xgb_ranker_ndcg,full_2025,1.25,6,0.3377731025681168,5600.0,0.5,0.3377731025681168,1,0.33303552196461444,8500.0,0.5,0.33303552196461444,0.004737580603502378,low,6,top1_default,0.3377731025681168,5600.0,1,0,0,1.0,1.0
2026-01-12,2026-01,Monday,3F_N,xgb_ranker_ndcg,full_2025,0.75,5,0.08915091542851723,8100.0,0.5,0.08915091542851723,4,0.02096706454198517,5800.0,0.5,0.02096706454198517,0.06818385088653206,low,5,top1_default,0.08915091542851723,8100.0,1,0,0,1.0,1.0
2026-01-13,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,full_2025,1.0,0,0.9775639360470808,28000.0,0.5,0.9775639360470808,3,0.3385738905533842,17400.0,0.5,0.3385738905533842,0.6389900454936965,high,0,top1_default,0.9775639360470808,28000.0,1,0,0,1.0,1.0
2026-01-13,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,recent_60d,0.75,7,0.5501283130418901,4500.0,0.5,0.5501283130418901,1,0.547612469723961,6500.0,0.5,0.547612469723961,0.0025158433179290896,low,7,top1_default,0.5501283130418901,4500.0,0,0,0,1.0,1.0
2026-01-13,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,9,0.6775888760629613,16600.0,0.5,0.6775888760629613,5,0.5881638418942954,7700.0,0.5,0.5881638418942954,0.08942503416866587,low,9,top1_default,0.6775888760629613,16600.0,1,0,0,1.0,1.0
2026-01-14,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,full_2025,0.75,5,0.9945703818959079,38300.0,0.5,0.9945703818959079,1,0.9930599160847913,41300.0,0.5,0.9930599160847913,0.0015104658111165792,low,5,top1_default,0.9945703818959079,38300.0,1,0,0,1.0,1.0
2026-01-14,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,full_2025,0.75,5,0.995053741737445,11900.0,0.5,0.995053741737445,7,0.9528139242156265,6900.0,0.5,0.9528139242156265,0.04223981752181849,low,5,top1_default,0.995053741737445,11900.0,1,0,0,1.0,1.0
2026-01-14,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,full_2025,0.75,6,0.9927359259731305,17800.0,0.5,0.9927359259731305,2,0.7257538810149885,11900.0,0.5,0.7257538810149885,0.26698204495814204,medium,6,top1_default,0.9927359259731305,17800.0,1,0,0,1.0,1.0
2026-01-15,2026-01,Thursday,2F_N,xgb_ranker_ndcg,recent_60d,0.75,7,0.5332257819745871,13100.0,0.5,0.5332257819745871,4,0.2655603555056427,13000.0,0.5,0.2655603555056427,0.2676654264689444,medium,7,top1_default,0.5332257819745871,13100.0,1,0,0,1.0,1.0
2026-01-15,2026-01,Thursday,3F_A,xgb_ranker_ndcg,recent_60d,0.75,4,0.9902089100443257,9300.0,0.5,0.9902089100443257,7,0.9787026368744938,9300.0,0.5,0.9787026368744938,0.011506273169831882,low,4,top1_default,0.9902089100443257,9300.0,1,0,0,1.0,1.0
2026-01-15,2026-01,Thursday,3F_N,xgb_ranker_ndcg,full_2025,0.75,2,0.999277682832027,32000.0,0.5,0.999277682832027,7,0.9979674185504828,31800.0,0.5,0.9979674185504828,0.0013102642815442378,low,2,top1_default,0.999277682832027,32000.0,1,0,0,1.0,1.0
2026-01-16,2026-01,Friday,2F_N,xgb_ranker_ndcg,recent_60d,1.0,2,0.9944638247547607,45600.0,0.5,0.9944638247547607,1,0.7634768319920211,18000.0,0.5,0.7634768319920211,0.2309869927627396,medium,2,top1_default,0.9944638247547607,45600.0,1,0,0,1.0,1.0
2026-01-16,2026-01,Friday,3F_A,xgb_ranker_ndcg,recent_60d,0.75,7,0.9944004213193938,15500.0,0.5,0.9944004213193938,3,0.9926982590088399,16200.0,0.5,0.9926982590088399,0.0017021623105538675,low,7,top1_default,0.9944004213193938,15500.0,0,0,0,1.0,1.0
2026-01-16,2026-01,Friday,3F_N,xgb_ranker_ndcg,recent_60d,1.0,3,0.9963560374643352,29700.0,0.5,0.9963560374643352,5,0.9955373731380259,39600.0,0.5,0.9955373731380259,0.0008186643263092819,undefined,5,top2_on_undefined,0.9955373731380259,39600.0,1,0,0,1.0,1.0
2026-01-17,2026-01,Saturday,2F_N,xgb_ranker_ndcg,full_2025,1.0,9,0.9933698631185737,40500.0,0.5,0.9933698631185737,8,0.7890509046170738,29400.0,0.5,0.7890509046170738,0.20431895850149984,medium,9,top1_default,0.9933698631185737,40500.0,1,0,0,1.0,1.0
2026-01-17,2026-01,Saturday,3F_A,xgb_ranker_ndcg,recent_60d,0.75,6,0.9778079870956972,15900.0,0.5,0.9778079870956972,1,0.9748972910338466,15800.0,0.5,0.9748972910338466,0.0029106960618505706,low,6,top1_default,0.9778079870956972,15900.0,1,0,0,1.0,1.0
2026-01-17,2026-01,Saturday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,4,0.8899660632714053,15300.0,0.5,0.8899660632714053,5,0.13610414266390955,7600.0,0.5,0.13610414266390955,0.7538619206074957,high,4,top1_default,0.8899660632714053,15300.0,1,0,0,1.0,1.0
2026-01-18,2026-01,Sunday,2F_N,xgb_ranker_ndcg,full_2025,1.0,0,0.9173413532833853,27500.0,0.5,0.9173413532833853,3,0.47751003451960217,19700.0,0.5,0.47751003451960217,0.4398313187637831,high,0,top1_default,0.9173413532833853,27500.0,1,0,0,1.0,1.0
2026-01-18,2026-01,Sunday,3F_A,xgb_ranker_ndcg,recent_60d,1.0,3,0.8403818399432992,8000.0,0.5,0.8403818399432992,7,0.761174786265494,6800.0,0.5,0.761174786265494,0.07920705367780523,low,3,top1_default,0.8403818399432992,8000.0,1,0,0,1.0,1.0
2026-01-18,2026-01,Sunday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,0,0.987672355706371,35700.0,0.5,0.987672355706371,9,0.8809046503625114,9100.0,0.5,0.8809046503625114,0.1067677053438596,medium,0,top1_default,0.987672355706371,35700.0,1,0,0,1.0,1.0
2026-01-19,2026-01,Monday,2F_N,xgb_ranker_ndcg,full_2025,1.0,1,0.32233673739902846,13400.0,0.5,0.32233673739902846,5,0.028047750751605215,10600.0,0.5,0.028047750751605215,0.29428898664742326,medium,1,top1_default,0.32233673739902846,13400.0,1,0,0,1.0,1.0
2026-01-19,2026-01,Monday,3F_A,xgb_ranker_ndcg,recent_60d,1.25,9,0.9660389318290411,8600.0,0.5,0.9660389318290411,3,0.26189609883424925,4700.0,0.5,0.26189609883424925,0.7041428329947919,high,9,top1_default,0.9660389318290411,8600.0,1,0,0,1.0,1.0
2026-01-19,2026-01,Monday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,5,0.9981176178980016,16600.0,0.5,0.9981176178980016,2,0.9971361780631993,24500.0,0.5,0.9971361780631993,0.0009814398348022557,undefined,2,top2_on_undefined,0.9971361780631993,24500.0,1,0,0,1.0,1.0
2026-01-20,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,full_2025,1.0,3,0.9883356926855859,28400.0,0.5,0.9883356926855859,1,0.8955357479757722,24400.0,0.5,0.8955357479757722,0.09279994470981368,low,3,top1_default,0.9883356926855859,28400.0,1,0,0,1.0,1.0
2026-01-20,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,full_2025,1.25,5,0.8582041937290894,8500.0,0.5,0.8582041937290894,2,0.4148308118682352,7400.0,0.5,0.4148308118682352,0.4433733818608542,high,5,top1_default,0.8582041937290894,8500.0,1,0,0,1.0,1.0
2026-01-20,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,recent_60d,1.0,9,0.9948939044011892,22500.0,0.5,0.9948939044011892,6,0.9941532693032563,28400.0,0.5,0.9941532693032563,0.0007406350979328735,undefined,6,top2_on_undefined,0.9941532693032563,28400.0,1,0,0,1.0,1.0
2026-01-21,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,full_2025,0.75,3,0.9396229825597603,33300.0,0.5,0.9396229825597603,4,0.9316606121663286,40800.0,0.5,0.9316606121663286,0.007962370393431728,low,3,top1_default,0.9396229825597603,33300.0,1,0,0,1.0,1.0
2026-01-21,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,full_2025,0.75,9,0.9924126833529452,13200.0,0.5,0.9924126833529452,0,0.8005928879236742,6200.0,0.5,0.8005928879236742,0.19181979542927097,medium,9,top1_default,0.9924126833529452,13200.0,1,0,0,1.0,1.0
2026-01-21,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,full_2025,0.75,0,0.9937452460545949,25700.0,0.5,0.9937452460545949,5,0.2426716254710499,9300.0,0.5,0.2426716254710499,0.751073620583545,high,0,top1_default,0.9937452460545949,25700.0,1,0,0,1.0,1.0
2026-01-22,2026-01,Thursday,2F_N,xgb_ranker_ndcg,full_2025,1.0,5,0.9260660790153489,21700.0,0.5,0.9260660790153489,6,0.9015568780126759,22100.0,0.5,0.9015568780126759,0.024509201002672953,low,5,top1_default,0.9260660790153489,21700.0,1,0,0,1.0,1.0
2026-01-22,2026-01,Thursday,3F_A,xgb_ranker_ndcg,full_2025,1.25,6,0.8087471030364831,7800.0,0.5,0.8087471030364831,4,0.641112935116505,7800.0,0.5,0.641112935116505,0.1676341679199781,medium,6,top1_default,0.8087471030364831,7800.0,1,0,0,1.0,1.0
2026-01-22,2026-01,Thursday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,0,0.9970932235427105,28100.0,0.5,0.9970932235427105,3,0.9968802125187024,39000.0,0.5,0.9968802125187024,0.0002130110240080585,undefined,3,top2_on_undefined,0.9968802125187024,39000.0,1,0,0,1.0,1.0
2026-01-23,2026-01,Friday,2F_N,xgb_ranker_ndcg,full_2025,1.0,4,0.9695706590093968,22300.0,0.5,0.9695706590093968,2,0.5689257185403955,19200.0,0.5,0.5689257185403955,0.40064494046900123,high,4,top1_default,0.9695706590093968,22300.0,1,0,0,1.0,1.0
2026-01-23,2026-01,Friday,3F_A,xgb_ranker_ndcg,full_2025,1.25,5,0.9404914209842451,7500.0,0.5,0.9404914209842451,0,0.4559806493994621,6300.0,0.5,0.4559806493994621,0.484510771584783,high,5,top1_default,0.9404914209842451,7500.0,1,0,0,1.0,1.0
2026-01-23,2026-01,Friday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,0,0.8642752050437341,9400.0,0.5,0.8642752050437341,5,0.7883376636957216,10400.0,0.5,0.7883376636957216,0.07593754134801256,low,0,top1_default,0.8642752050437341,9400.0,1,0,0,1.0,1.0
2026-01-24,2026-01,Saturday,2F_N,xgb_ranker_ndcg,full_2025,1.0,7,0.9093996539042041,31800.0,0.5,0.9093996539042041,6,0.884994088996437,32000.0,0.5,0.884994088996437,0.02440556490776713,low,7,top1_default,0.9093996539042041,31800.0,1,0,0,1.0,1.0
2026-01-24,2026-01,Saturday,3F_A,xgb_ranker_ndcg,full_2025,1.25,1,0.9850142578245146,16300.0,0.5,0.9850142578245146,0,0.9769791824177474,17500.0,0.5,0.9769791824177474,0.008035075406767178,low,1,top1_default,0.9850142578245146,16300.0,1,0,0,1.0,1.0
2026-01-24,2026-01,Saturday,3F_N,xgb_ranker_ndcg,recent_60d,1.0,4,0.9616281845173489,22700.0,0.5,0.9616281845173489,6,0.9524453018104562,24800.0,0.5,0.9524453018104562,0.009182882706892714,low,4,top1_default,0.9616281845173489,22700.0,1,0,0,1.0,1.0
2026-01-25,2026-01,Sunday,2F_N,xgb_ranker_ndcg,recent_60d,1.0,5,0.6071099613926517,23200.0,0.5,0.6071099613926517,6,0.16707140626440622,15300.0,0.5,0.16707140626440622,0.4400385551282455,high,5,top1_default,0.6071099613926517,23200.0,1,0,0,1.0,1.0
2026-01-25,2026-01,Sunday,3F_A,xgb_ranker_ndcg,full_2025,1.25,3,0.6111611410793748,9600.0,0.5,0.6111611410793748,5,0.46702523700598075,8400.0,0.5,0.46702523700598075,0.14413590407339405,medium,3,top1_default,0.6111611410793748,9600.0,1,0,0,1.0,1.0
2026-01-25,2026-01,Sunday,3F_N,xgb_ranker_ndcg,recent_60d,1.25,4,0.9910453539645918,34200.0,0.5,0.9910453539645918,5,0.9856424501233363,19900.0,0.5,0.9856424501233363,0.005402903841255524,low,4,top1_default,0.9910453539645918,34200.0,1,0,0,1.0,1.0
2026-01-26,2026-01,Monday,2F_N,xgb_ranker_ndcg,full_2025,1.0,5,0.9992522083086297,28200.0,0.5,0.9992522083086297,7,0.952969216273941,19700.0,0.5,0.952969216273941,0.046282992034688664,low,5,top1_default,0.9992522083086297,28200.0,1,0,0,1.0,1.0
2026-01-26,2026-01,Monday,3F_A,xgb_ranker_ndcg,full_2025,1.25,5,0.9545659672314636,8900.0,0.5,0.9545659672314636,3,0.7162388524026372,7900.0,0.5,0.7162388524026372,0.2383271148288264,medium,5,top1_default,0.9545659672314636,8900.0,1,0,0,1.0,1.0
2026-01-26,2026-01,Monday,3F_N,xgb_ranker_ndcg,recent_60d,1.0,8,0.9970135684254372,41200.0,0.5,0.9970135684254372,0,0.9674786185992089,18000.0,0.5,0.9674786185992089,0.029534949826228285,low,8,top1_default,0.9970135684254372,41200.0,1,0,0,1.0,1.0
2026-01-27,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,recent_60d,1.25,8,0.7635840832902684,29600.0,0.5,0.7635840832902684,6,0.47440631987213083,12200.0,0.5,0.47440631987213083,0.28917776341813756,medium,8,top1_default,0.7635840832902684,29600.0,1,0,0,1.0,1.0
2026-01-27,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,full_2025,1.25,7,0.9947132048135845,27800.0,0.5,0.9947132048135845,1,0.9811444324854104,17100.0,0.5,0.9811444324854104,0.013568772328174106,low,7,top1_default,0.9947132048135845,27800.0,1,0,0,1.0,1.0
2026-01-27,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,3,0.99747963331896,37900.0,0.5,0.99747963331896,6,0.9948856084428619,31400.0,0.5,0.9948856084428619,0.0025940248760980555,low,3,top1_default,0.99747963331896,37900.0,1,0,0,1.0,1.0
2026-01-28,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,full_2025,0.75,1,0.9505675945837572,45600.0,0.5,0.9505675945837572,4,0.005288259833997227,-5800.0,0.5,0.005288259833997227,0.9452793347497599,high,1,top1_default,0.9505675945837572,45600.0,1,0,0,1.0,1.0
2026-01-28,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,full_2025,0.75,6,0.9872424939732383,19400.0,0.5,0.9872424939732383,7,0.041391378176931025,4700.0,0.5,0.041391378176931025,0.9458511157963072,high,6,top1_default,0.9872424939732383,19400.0,1,0,0,1.0,1.0
2026-01-28,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,full_2025,0.75,5,0.9116331074930442,13400.0,0.5,0.9116331074930442,4,0.0053997222719546325,-26400.0,0.5,0.0053997222719546325,0.9062333852210895,high,5,top1_default,0.9116331074930442,13400.0,1,0,0,1.0,1.0
2026-01-29,2026-01,Thursday,2F_N,xgb_ranker_ndcg,recent_60d,1.25,6,0.9040883606797047,23900.0,0.5,0.9040883606797047,9,0.005838892189028765,8900.0,0.5,0.005838892189028765,0.8982494684906759,high,6,top1_default,0.9040883606797047,23900.0,1,0,0,1.0,1.0
2026-01-29,2026-01,Thursday,3F_A,xgb_ranker_ndcg,full_2025,1.25,0,0.9894578007167444,10200.0,0.5,0.9894578007167444,1,0.8798654063483415,8500.0,0.5,0.8798654063483415,0.10959239436840285,medium,0,top1_default,0.9894578007167444,10200.0,1,0,0,1.0,1.0
2026-01-29,2026-01,Thursday,3F_N,xgb_ranker_ndcg,recent_60d,1.25,0,0.9456181068372065,19300.0,0.5,0.9456181068372065,2,0.8135209621961087,8800.0,0.5,0.8135209621961087,0.13209714464109779,medium,0,top1_default,0.9456181068372065,19300.0,1,0,0,1.0,1.0
2026-01-30,2026-01,Friday,2F_N,xgb_ranker_ndcg,full_2025,1.0,6,0.999262607279182,43800.0,0.5,0.999262607279182,3,0.9835030306454765,40700.0,0.5,0.9835030306454765,0.01575957663370553,low,6,top1_default,0.999262607279182,43800.0,1,0,0,1.0,1.0
2026-01-30,2026-01,Friday,3F_A,xgb_ranker_ndcg,full_2025,1.25,9,0.9516913620182663,17000.0,0.5,0.9516913620182663,1,0.7392293453505606,11100.0,0.5,0.7392293453505606,0.2124620166677057,medium,9,top1_default,0.9516913620182663,17000.0,1,0,0,1.0,1.0
2026-01-30,2026-01,Friday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,3,0.978000948868523,23300.0,0.5,0.978000948868523,8,0.8465455945347334,10500.0,0.5,0.8465455945347334,0.13145535433378952,medium,3,top1_default,0.978000948868523,23300.0,1,0,0,1.0,1.0
2026-01-31,2026-01,Saturday,2F_N,xgb_ranker_ndcg,full_2025,1.0,7,0.4366599186673308,24800.0,0.5,0.4366599186673308,1,0.001680900092118259,-3400.0,0.5,0.001680900092118259,0.43497901857521254,high,7,top1_default,0.4366599186673308,24800.0,1,0,0,1.0,1.0
